,Downtimeccategory,Date,Downtime Duration,Planned Operating Time (min)
512,/Planned Operating Time (min),2023-08-01 0:00,720,720
513,Coffee Break #1 ,2023-08-01 0:00,15,720
514,Coffee Break #2 ,2023-08-01 0:00,30,720
515,Lunch Break ,2023-08-01 0:00,30,720
516,Pre-shift Inspection,2023-08-01 0:00,10,720
517,5S / Routine Cleaning,2023-08-01 0:00,20,720
518,Safety Training,2023-08-01 0:00,10,720
519,Startup,2023-08-01 0:00,10,720
520,Transfer Belt,2023-08-01 0:00,19,720
521,Mag 1 Jam,2023-08-01 0:00,16,720
522,Mag 1 Electric,2023-08-01 0:00,6,720
523,Mag 2 Jam,2023-08-01 0:00,37,720
524,Mag 2 Electric,2023-08-01 0:00,41,720
525,Mag 3 Jam,2023-08-01 0:00,4,720
526,Mag 3 Electric,2023-08-01 0:00,7,720
527,Stacker Belt Jam,2023-08-01 0:00,21,720
528,Actual Tonnage Produced during shift (tons),2023-08-01 0:00,328.79,720
529,/Planned Operating Time (min),2023-08-02 0:00,600,600
530,Coffee Break #1 ,2023-08-02 0:00,15,600
531,Coffee Break #2 ,2023-08-02 0:00,15,600
532,Lunch Break ,2023-08-02 0:00,30,600
533,Pre-shift Inspection,2023-08-02 0:00,8,600
534,5S / Routine Cleaning,2023-08-02 0:00,15,600
535,Safety Training,2023-08-02 0:00,10,600
536,Startup,2023-08-02 0:00,4,600
537,Mag 1 Jam,2023-08-02 0:00,8,600
538,Mag 2 Jam,2023-08-02 0:00,7,600
539,Mag 2 Electric,2023-08-02 0:00,30,600
540,Mag 3 Jam,2023-08-02 0:00,16,600
541,Dirt 1 Jam,2023-08-02 0:00,18,600
542,Dirt 1 Pullcord,2023-08-02 0:00,4,600
543,NFC 2 Jam,2023-08-02 0:00,9,600
544,Actual Tonnage Produced during shift (tons),2023-08-02 0:00,278.37,600
545,/Planned Operating Time (min),2023-08-03 0:00,720,720
546,Coffee Break #1 ,2023-08-03 0:00,15,720
547,Coffee Break #2 ,2023-08-03 0:00,30,720
548,Lunch Break ,2023-08-03 0:00,30,720
549,Pre-shift Inspection,2023-08-03 0:00,8,720
550,Startup,2023-08-03 0:00,4,720
551,Mill Hydraulics,2023-08-03 0:00,7,720
552,Mag 1 Electric,2023-08-03 0:00,8,720
553,Mag 2 Jam,2023-08-03 0:00,2,720
554,Mag 2 Electric,2023-08-03 0:00,22,720
555,Mag 3 Jam,2023-08-03 0:00,8,720
556,Mag 3 Electric,2023-08-03 0:00,3,720
557,East Conveyor,2023-08-03 0:00,32,720
558,NFC 1 Jam,2023-08-03 0:00,59,720
559,NFC 2 Jam,2023-08-03 0:00,35,720
560,Actual Tonnage Produced during shift (tons),2023-08-03 0:00,330.87,720
561,/Planned Operating Time (min),2023-08-04 0:00,600,600
562,Coffee Break #1 ,2023-08-04 0:00,15,600
563,Coffee Break #2 ,2023-08-04 0:00,15,600
564,Lunch Break ,2023-08-04 0:00,30,600
565,Pre-shift Inspection,2023-08-04 0:00,10,600
566,5S / Routine Cleaning,2023-08-04 0:00,60,600
567,Safety Training,2023-08-04 0:00,8,600
568,Startup,2023-08-04 0:00,10,600
569,Mag 1 Electric,2023-08-04 0:00,7,600
570,Mag 2 Jam,2023-08-04 0:00,5,600
571,Mag 2 Belt,2023-08-04 0:00,4,600
572,Mag 2 Electric,2023-08-04 0:00,17,600
573,Mag 3 Jam,2023-08-04 0:00,6,600
574,Mag 3 Electric,2023-08-04 0:00,3,600
575,Actual Tonnage Produced during shift (tons),2023-08-04 0:00,360.36,600
576,/Planned Operating Time (min),2023-08-08 0:00,600,600
577,Coffee Break #1 ,2023-08-08 0:00,15,600
578,Coffee Break #2 ,2023-08-08 0:00,15,600
579,Lunch Break ,2023-08-08 0:00,30,600
580,Pre-shift Inspection,2023-08-08 0:00,8,600
581,5S / Routine Cleaning,2023-08-08 0:00,30,600
582,Safety Training,2023-08-08 0:00,10,600
583,Startup,2023-08-08 0:00,7,600
584,Mill Hydraulics,2023-08-08 0:00,15,600
585,Mag 1 Jam,2023-08-08 0:00,3,600
586,Mag 2 Jam,2023-08-08 0:00,16,600
587,Mag 2 Electric,2023-08-08 0:00,38,600
588,Mag 3 Jam,2023-08-08 0:00,11,600
589,Mag 3 Electric,2023-08-08 0:00,6,600
590,Primary Conveyor,2023-08-08 0:00,35,600
591,Primary Pullcord,2023-08-08 0:00,16,600
592,Actual Tonnage Produced during shift (tons),2023-08-08 0:00,307.74,600
593,/Planned Operating Time (min),2023-08-09 0:00,600,600
594,Coffee Break #1 ,2023-08-09 0:00,15,600
595,Coffee Break #2 ,2023-08-09 0:00,15,600
596,Lunch Break ,2023-08-09 0:00,30,600
597,Pre-shift Inspection,2023-08-09 0:00,12,600
598,5S / Routine Cleaning,2023-08-09 0:00,25,600
599,Safety Training,2023-08-09 0:00,15,600
600,Startup,2023-08-09 0:00,6,600
601,Mag 1 Electric,2023-08-09 0:00,14,600
602,Mag 2 Jam,2023-08-09 0:00,25,600
603,Mag 2 Electric,2023-08-09 0:00,5,600
604,Mag 3 Electric,2023-08-09 0:00,24,600
605,Primary Conveyor,2023-08-09 0:00,30,600
606,Primary Pullcord,2023-08-09 0:00,10,600
607,NFC 2 Jam,2023-08-09 0:00,6,600
608,Trommel,2023-08-09 0:00,5,600
609,Stacker Belt Jam,2023-08-09 0:00,6,600
610,Actual Tonnage Produced during shift (tons),2023-08-09 0:00,167.58,600
611,/Planned Operating Time (min),2023-08-10 0:00,720,720
612,Coffee Break #1 ,2023-08-10 0:00,15,720
613,Coffee Break #2 ,2023-08-10 0:00,30,720
614,Lunch Break ,2023-08-10 0:00,30,720
615,Pre-shift Inspection,2023-08-10 0:00,15,720
616,5S / Routine Cleaning,2023-08-10 0:00,30,720
617,Safety Training,2023-08-10 0:00,15,720
618,Mag 1 Jam,2023-08-10 0:00,12,720
619,Mag 2 Jam,2023-08-10 0:00,12,720
620,Mag 2 Electric,2023-08-10 0:00,12,720
621,Mag 3 Jam,2023-08-10 0:00,5,720
622,Electrical Misc,2023-08-10 0:00,30,720
623,Actual Tonnage Produced during shift (tons),2023-08-10 0:00,358.2,720
624,/Planned Operating Time (min),2023-08-11 0:00,600,600
625,Coffee Break #1 ,2023-08-11 0:00,15,600
626,Coffee Break #2 ,2023-08-11 0:00,15,600
627,Lunch Break ,2023-08-11 0:00,30,600
628,Pre-shift Inspection,2023-08-11 0:00,3,600
629,5S / Routine Cleaning,2023-08-11 0:00,30,600
630,Safety Training,2023-08-11 0:00,10,600
631,Startup,2023-08-11 0:00,3,600
632,Delay of planned maintenance,2023-08-11 0:00,39,600
633,Mag 1 Jam,2023-08-11 0:00,6,600
634,Mag 1 Electric,2023-08-11 0:00,3,600
635,Mag 2 Jam,2023-08-11 0:00,12,600
636,Mag 2 Electric,2023-08-11 0:00,15,600
637,Mag 3 Jam,2023-08-11 0:00,6,600
638,Primary Pullcord,2023-08-11 0:00,75,600
639,ECS 1 Feeder Belt,2023-08-11 0:00,38,600
640,Actual Tonnage Produced during shift (tons),2023-08-11 0:00,209.73,600
641,/Planned Operating Time (min),2023-08-14 0:00,600,600
642,Coffee Break #1 ,2023-08-14 0:00,15,600
643,Coffee Break #2 ,2023-08-14 0:00,15,600
644,Lunch Break ,2023-08-14 0:00,30,600
645,Pre-shift Inspection,2023-08-14 0:00,10,600
646,5S / Routine Cleaning,2023-08-14 0:00,30,600
647,Safety Training,2023-08-14 0:00,10,600
648,Startup,2023-08-14 0:00,10,600
649,Mag 1 Jam,2023-08-14 0:00,19,600
650,Mag 2 Jam,2023-08-14 0:00,45,600
651,Mag 2 Electric,2023-08-14 0:00,3,600
652,Mag 3 Jam,2023-08-14 0:00,4,600
653,Dirt 1 Jam,2023-08-14 0:00,102,600
654,Actual Tonnage Produced during shift (tons),2023-08-14 0:00,218.48,600
655,/Planned Operating Time (min),2023-08-15 0:00,600,600
656,Coffee Break #1 ,2023-08-15 0:00,15,600
657,Coffee Break #2 ,2023-08-15 0:00,15,600
658,Lunch Break ,2023-08-15 0:00,30,600
659,Pre-shift Inspection,2023-08-15 0:00,8,600
660,5S / Routine Cleaning,2023-08-15 0:00,30,600
661,Safety Training,2023-08-15 0:00,15,600
662,Startup,2023-08-15 0:00,7,600
663,Fires,2023-08-15 0:00,4,600
664,Mag 1 Electric,2023-08-15 0:00,8,600
665,Mag 2 Jam,2023-08-15 0:00,68,600
666,Mag 2 Electric,2023-08-15 0:00,11,600
667,Mag 3 Jam,2023-08-15 0:00,4,600
668,Dirt 2 Jam,2023-08-15 0:00,119,600
669,Dirt 3 Pullcord,2023-08-15 0:00,2,600
670,Actual Tonnage Produced during shift (tons),2023-08-15 0:00,198.35,600
671,/Planned Operating Time (min),2023-08-16 0:00,600,600
672,Coffee Break #1 ,2023-08-16 0:00,15,600
673,Coffee Break #2 ,2023-08-16 0:00,15,600
674,Lunch Break ,2023-08-16 0:00,30,600
675,Pre-shift Inspection,2023-08-16 0:00,8,600
676,5S / Routine Cleaning,2023-08-16 0:00,15,600
677,Safety Training,2023-08-16 0:00,10,600
678,Startup,2023-08-16 0:00,7,600
679,Infeed Jam,2023-08-16 0:00,9,600
680,Feed roll Jam,2023-08-16 0:00,20,600
681,Shaker Jam,2023-08-16 0:00,45,600
682,Mag 1 Jam,2023-08-16 0:00,27,600
683,Mag 2 Jam,2023-08-16 0:00,69,600
684,Mag 3 Jam,2023-08-16 0:00,15,600
685,Dirt 1 Pullcord,2023-08-16 0:00,13,600
686,Stacker Belt Jam,2023-08-16 0:00,8,600
687,Actual Tonnage Produced during shift (tons),2023-08-16 0:00,227.23,600
688,/Planned Operating Time (min),2023-08-17 0:00,600,600
689,Coffee Break #1 ,2023-08-17 0:00,15,600
690,Coffee Break #2 ,2023-08-17 0:00,15,600
691,Lunch Break ,2023-08-17 0:00,30,600
692,Pre-shift Inspection,2023-08-17 0:00,8,600
693,5S / Routine Cleaning,2023-08-17 0:00,30,600
694,Safety Training,2023-08-17 0:00,10,600
695,Startup,2023-08-17 0:00,7,600
696,Feed roll Jam,2023-08-17 0:00,10,600
697,Feed roll Belt,2023-08-17 0:00,140,600
698,Feed roll Tripped,2023-08-17 0:00,17,600
699,Mill Hydraulics,2023-08-17 0:00,10,600
700,Mag 2 Jam,2023-08-17 0:00,14,600
701,Mag 2 Electric,2023-08-17 0:00,29,600
702,Mag 3 Jam,2023-08-17 0:00,5,600
703,Mag 3 Electric,2023-08-17 0:00,5,600
704,NFC 1 Jam,2023-08-17 0:00,34,600
705,NFC 2 Jam,2023-08-17 0:00,20,600
706,Actual Tonnage Produced during shift (tons),2023-08-17 0:00,134.9,600
707,/Planned Operating Time (min),2023-08-18 0:00,600,600
708,Coffee Break #1 ,2023-08-18 0:00,15,600
709,Coffee Break #2 ,2023-08-18 0:00,15,600
710,Lunch Break ,2023-08-18 0:00,30,600
711,Pre-shift Inspection,2023-08-18 0:00,10,600
712,5S / Routine Cleaning,2023-08-18 0:00,20,600
713,Safety Training,2023-08-18 0:00,10,600
714,Startup,2023-08-18 0:00,10,600
715,Machine Misc,2023-08-18 0:00,5,600
716,Infeed Jam,2023-08-18 0:00,126,600
717,Mag 1 Electric,2023-08-18 0:00,3,600
718,Mag 2 Electric,2023-08-18 0:00,9,600
719,Mag 3 Jam,2023-08-18 0:00,33,600
720,Actual Tonnage Produced during shift (tons),2023-08-18 0:00,257.05,600
721,/Planned Operating Time (min),2023-08-21 0:00,600,600
722,Coffee Break #1 ,2023-08-21 0:00,15,600
723,Coffee Break #2 ,2023-08-21 0:00,15,600
724,Lunch Break ,2023-08-21 0:00,30,600
725,Safety Training,2023-08-21 0:00,15,600
726,Electrical Misc,2023-08-21 0:00,525,600
727,Actual Tonnage Produced during shift (tons),2023-08-21 0:00,0,600
728,/Planned Operating Time (min),2023-08-22 0:00,720,720
729,Coffee Break #1 ,2023-08-22 0:00,15,720
730,Coffee Break #2 ,2023-08-22 0:00,30,720
731,Lunch Break ,2023-08-22 0:00,30,720
732,Pre-shift Inspection,2023-08-22 0:00,7,720
733,5S / Routine Cleaning,2023-08-22 0:00,20,720
734,Safety Training,2023-08-22 0:00,15,720
735,Startup,2023-08-22 0:00,10,720
736,Mag 1 Jam,2023-08-22 0:00,23,720
737,Mag 2 Electric,2023-08-22 0:00,3,720
738,Mag 3 Electric,2023-08-22 0:00,3,720
739,Electrical Misc,2023-08-22 0:00,255,720
740,Actual Tonnage Produced during shift (tons),2023-08-22 0:00,223,720
741,/Planned Operating Time (min),2023-08-23 0:00,600,600
742,Coffee Break #1 ,2023-08-23 0:00,15,600
743,Coffee Break #2 ,2023-08-23 0:00,15,600
744,Lunch Break ,2023-08-23 0:00,30,600
745,Pre-shift Inspection,2023-08-23 0:00,7,600
746,5S / Routine Cleaning,2023-08-23 0:00,15,600
747,Safety Training,2023-08-23 0:00,10,600
748,Startup,2023-08-23 0:00,8,600
749,Feed roll Tripped,2023-08-23 0:00,10,600
750,Mill Jam,2023-08-23 0:00,43,600
751,Mag 1 Jam,2023-08-23 0:00,15,600
752,Mag 1 Electric,2023-08-23 0:00,3,600
753,Mag 2 Electric,2023-08-23 0:00,45,600
754,Mag 3 Electric,2023-08-23 0:00,28,600
755,Actual Tonnage Produced during shift (tons),2023-08-23 0:00,273.58,600
756,/Planned Operating Time (min),2023-08-24 0:00,600,600
757,Coffee Break #1 ,2023-08-24 0:00,15,600
758,Coffee Break #2 ,2023-08-24 0:00,15,600
759,Lunch Break ,2023-08-24 0:00,30,600
760,Pre-shift Inspection,2023-08-24 0:00,8,600
761,5S / Routine Cleaning,2023-08-24 0:00,10,600
762,Safety Training,2023-08-24 0:00,10,600
763,Startup,2023-08-24 0:00,7,600
764,Feed roll Belt,2023-08-24 0:00,21,600
765,Mag 1 Jam,2023-08-24 0:00,8,600
766,Mag 2 Jam,2023-08-24 0:00,41,600
767,Mag 3 Jam,2023-08-24 0:00,46,600
768,Actual Tonnage Produced during shift (tons),2023-08-24 0:00,286.58,600
769,/Planned Operating Time (min),2023-08-25 0:00,600,600
770,Coffee Break #1 ,2023-08-25 0:00,15,600
771,Coffee Break #2 ,2023-08-25 0:00,15,600
772,Lunch Break ,2023-08-25 0:00,30,600
773,Pre-shift Inspection,2023-08-25 0:00,8,600
774,5S / Routine Cleaning,2023-08-25 0:00,20,600
775,Safety Training,2023-08-25 0:00,15,600
776,Startup,2023-08-25 0:00,7,600
777,Explosion,2023-08-25 0:00,9,600
778,Feed roll Jam,2023-08-25 0:00,40,600
779,DC Overheat,2023-08-25 0:00,7,600
780,Mag 1 Jam,2023-08-25 0:00,32,600
781,Mag 1 Electric,2023-08-25 0:00,4,600
782,Mag 2 Electric,2023-08-25 0:00,18,600
783,Mag 3 Jam,2023-08-25 0:00,12,600
784,Actual Tonnage Produced during shift (tons),2023-08-25 0:00,298.18,600
785,/Planned Operating Time (min),2023-08-26 0:00,480,480
786,Coffee Break #1 ,2023-08-26 0:00,15,480
787,Lunch Break ,2023-08-26 0:00,30,480
788,Pre-shift Inspection,2023-08-26 0:00,10,480
789,5S / Routine Cleaning,2023-08-26 0:00,16,480
790,Startup,2023-08-26 0:00,10,480
791,Mag 1 Jam,2023-08-26 0:00,5,480
792,Mag 3 Electric,2023-08-26 0:00,3,480
793,Stacker Belt Jam,2023-08-26 0:00,8,480
794,Actual Tonnage Produced during shift (tons),2023-08-26 0:00,304.58,480
795,/Planned Operating Time (min),2023-08-27 0:00,480,480
796,Coffee Break #1 ,2023-08-27 0:00,15,480
797,Lunch Break ,2023-08-27 0:00,30,480
798,Pre-shift Inspection,2023-08-27 0:00,10,480
799,5S / Routine Cleaning,2023-08-27 0:00,30,480
800,Startup,2023-08-27 0:00,10,480
801,Mag 1 Jam,2023-08-27 0:00,47,480
802,Mag 1 Electric,2023-08-27 0:00,16,480
803,NFC 1 Jam,2023-08-27 0:00,40,480
804,Actual Tonnage Produced during shift (tons),2023-08-27 0:00,176.2,480
805,/Planned Operating Time (min),2023-08-28 0:00,600,600
806,Coffee Break #1 ,2023-08-28 0:00,15,600
807,Coffee Break #2 ,2023-08-28 0:00,15,600
808,Lunch Break ,2023-08-28 0:00,30,600
809,Pre-shift Inspection,2023-08-28 0:00,11,600
810,5S / Routine Cleaning,2023-08-28 0:00,29,600
811,Safety Training,2023-08-28 0:00,10,600
812,Startup,2023-08-28 0:00,11,600
813,Short Staff,2023-08-28 0:00,15,600
814,Mill Jam,2023-08-28 0:00,15,600
815,DC Cooldown,2023-08-28 0:00,55,600
816,Shaker Jam,2023-08-28 0:00,18,600
817,Mag 1 Jam,2023-08-28 0:00,50,600
818,Mag 2 Belt,2023-08-28 0:00,25,600
819,Mag 2 Electric,2023-08-28 0:00,11,600
820,Mag 3 Jam,2023-08-28 0:00,5,600
821,Dirt 1 Pullcord,2023-08-28 0:00,5,600
822,NFC 1 Jam,2023-08-28 0:00,2,600
823,NFC 2 Jam,2023-08-28 0:00,2,600
824,Stacker Belt Jam,2023-08-28 0:00,15,600
825,Actual Tonnage Produced during shift (tons),2023-08-28 0:00,173.73,600
826,/Planned Operating Time (min),2023-08-29 0:00,600,600
827,Coffee Break #1 ,2023-08-29 0:00,15,600
828,Coffee Break #2 ,2023-08-29 0:00,15,600
829,Lunch Break ,2023-08-29 0:00,30,600
830,Pre-shift Inspection,2023-08-29 0:00,10,600
831,5S / Routine Cleaning,2023-08-29 0:00,30,600
832,Safety Training,2023-08-29 0:00,10,600
833,Startup,2023-08-29 0:00,10,600
834,Delay of planned maintenance,2023-08-29 0:00,25,600
835,DC Cooldown,2023-08-29 0:00,61,600
836,Mag 1 Jam,2023-08-29 0:00,29,600
837,Mag 1 Electric,2023-08-29 0:00,12,600
838,Mag 2 Jam,2023-08-29 0:00,34,600
839,Mag 3 Jam,2023-08-29 0:00,4,600
840,Mag 3 Electric,2023-08-29 0:00,8,600
841,Stacker Belt Jam,2023-08-29 0:00,13,600
842,Actual Tonnage Produced during shift (tons),2023-08-29 0:00,176.03,600
843,/Planned Operating Time (min),2023-08-30 0:00,600,600
844,Coffee Break #1 ,2023-08-30 0:00,15,600
845,Coffee Break #2 ,2023-08-30 0:00,15,600
846,Lunch Break ,2023-08-30 0:00,30,600
847,Pre-shift Inspection,2023-08-30 0:00,6,600
848,5S / Routine Cleaning,2023-08-30 0:00,30,600
849,Safety Training,2023-08-30 0:00,10,600
850,Startup,2023-08-30 0:00,5,600
851,Short Staff,2023-08-30 0:00,20,600
852,Infeed Pads,2023-08-30 0:00,16,600
853,DC Cooldown,2023-08-30 0:00,20,600
854,Mag 1 Jam,2023-08-30 0:00,6,600
855,Mag 1 Electric,2023-08-30 0:00,21,600
856,Mag 2 Jam,2023-08-30 0:00,27,600
857,Mag 2 Electric,2023-08-30 0:00,3,600
858,Mag 3 Jam,2023-08-30 0:00,12,600
859,Actual Tonnage Produced during shift (tons),2023-08-30 0:00,251.38,600
860,/Planned Operating Time (min),2023-08-31 0:00,600,600
861,Coffee Break #1 ,2023-08-31 0:00,15,600
862,Coffee Break #2 ,2023-08-31 0:00,15,600
863,Lunch Break ,2023-08-31 0:00,30,600
864,Pre-shift Inspection,2023-08-31 0:00,15,600
865,5S / Routine Cleaning,2023-08-31 0:00,30,600
866,Safety Training,2023-08-31 0:00,20,600
867,Startup,2023-08-31 0:00,9,600
868,Other 4 (add columns if needed),2023-08-31 0:00,19,600
869,Infeed Pads,2023-08-31 0:00,6,600
870,Mag 1 Jam,2023-08-31 0:00,6,600
871,Mag 1 Electric,2023-08-31 0:00,24,600
872,Mag 2 Jam,2023-08-31 0:00,5,600
873,Mag 3 Jam,2023-08-31 0:00,12,600
874,Actual Tonnage Produced during shift (tons),2023-08-31 0:00,303.85,600
875,/Planned Operating Time (min),2023-07-03 0:00,600,600
876,Coffee Break #1 ,2023-07-03 0:00,15,600
877,Coffee Break #2 ,2023-07-03 0:00,15,600
878,Lunch Break ,2023-07-03 0:00,30,600
879,Pre-shift Inspection,2023-07-03 0:00,10,600
880,5S / Routine Cleaning,2023-07-03 0:00,10,600
881,Safety Training,2023-07-03 0:00,10,600
882,Short Staff,2023-07-03 0:00,30,600
883,Mag 1 Electric,2023-07-03 0:00,3,600
884,Mag 2 Jam,2023-07-03 0:00,23,600
885,Mag 2 Electric,2023-07-03 0:00,28,600
886,Mag 3 Jam,2023-07-03 0:00,13,600
887,Stacker Belt Jam,2023-07-03 0:00,4,600
888,ECS 1 Feeder Belt,2023-07-03 0:00,21,600
889,Actual Tonnage Produced during shift (tons),2023-07-03 0:00,286.46,600
890,/Planned Operating Time (min),2023-07-04 0:00,600,600
891,Coffee Break #1 ,2023-07-04 0:00,15,600
892,Coffee Break #2 ,2023-07-04 0:00,15,600
893,Lunch Break ,2023-07-04 0:00,30,600
894,5S / Routine Cleaning,2023-07-04 0:00,30,600
895,Safety Training,2023-07-04 0:00,20,600
896,Startup,2023-07-04 0:00,15,600
897,Short Staff,2023-07-04 0:00,10,600
898,Infeed Jam,2023-07-04 0:00,26,600
899,Infeed Pads,2023-07-04 0:00,86,600
900,Mill Jam,2023-07-04 0:00,45,600
901,Mag 2 Belt,2023-07-04 0:00,3,600
902,Mag 2 Electric,2023-07-04 0:00,39,600
903,Mag 3 Jam,2023-07-04 0:00,17,600
904,Actual Tonnage Produced during shift (tons),2023-07-04 0:00,236.02,600
905,/Planned Operating Time (min),2023-07-05 0:00,600,600
906,Coffee Break #1 ,2023-07-05 0:00,15,600
907,Coffee Break #2 ,2023-07-05 0:00,15,600
908,Lunch Break ,2023-07-05 0:00,30,600
909,Pre-shift Inspection,2023-07-05 0:00,13,600
910,5S / Routine Cleaning,2023-07-05 0:00,20,600
911,Safety Training,2023-07-05 0:00,20,600
912,Shaker Jam,2023-07-05 0:00,10,600
913,Mag 1 Jam,2023-07-05 0:00,5,600
914,Mag 2 Jam,2023-07-05 0:00,17,600
915,Mag 2 Electric,2023-07-05 0:00,41,600
916,Mag 3 Jam,2023-07-05 0:00,9,600
917,NFC 3 Belt,2023-07-05 0:00,5,600
918,Actual Tonnage Produced during shift (tons),2023-07-05 0:00,240.03,600
919,/Planned Operating Time (min),2023-07-06 0:00,600,600
920,Coffee Break #1 ,2023-07-06 0:00,15,600
921,Coffee Break #2 ,2023-07-06 0:00,15,600
922,Lunch Break ,2023-07-06 0:00,30,600
923,Pre-shift Inspection,2023-07-06 0:00,11,600
924,5S / Routine Cleaning,2023-07-06 0:00,20,600
925,Safety Training,2023-07-06 0:00,20,600
926,Startup,2023-07-06 0:00,11,600
927,Infeed Jam,2023-07-06 0:00,53,600
928,DC Cooldown,2023-07-06 0:00,32,600
929,Mag 2 Jam,2023-07-06 0:00,8,600
930,Mag 2 Electric,2023-07-06 0:00,13,600
931,Trommel,2023-07-06 0:00,5,600
932,Actual Tonnage Produced during shift (tons),2023-07-06 0:00,196.68,600
933,/Planned Operating Time (min),2023-07-07 0:00,600,600
934,Coffee Break #1 ,2023-07-07 0:00,15,600
935,Coffee Break #2 ,2023-07-07 0:00,15,600
936,Lunch Break ,2023-07-07 0:00,30,600
937,Safety Training,2023-07-07 0:00,20,600
938,Startup,2023-07-07 0:00,15,600
939,Explosion,2023-07-07 0:00,5,600
940,Short Staff,2023-07-07 0:00,10,600
941,Mag 2 Electric,2023-07-07 0:00,42,600
942,Mag 3 Electric,2023-07-07 0:00,2,600
943,Dirt 3 Jam,2023-07-07 0:00,85,600
944,Dirt 3 Pullcord4,2023-07-07 0:00,6,600
945,Actual Tonnage Produced during shift (tons),2023-07-07 0:00,204.79,600
946,/Planned Operating Time (min),2023-07-08 0:00,480,480
947,Coffee Break #1 ,2023-07-08 0:00,15,480
948,Lunch Break ,2023-07-08 0:00,30,480
949,Pre-shift Inspection,2023-07-08 0:00,15,480
950,Explosion,2023-07-08 0:00,2,480
951,Fires,2023-07-08 0:00,8,480
952,Mag 2 Electric,2023-07-08 0:00,15,480
953,Dirt 2 Jam,2023-07-08 0:00,170,480
954,Actual Tonnage Produced during shift (tons),2023-07-08 0:00,114.98,480
955,/Planned Operating Time (min),2023-07-10 0:00,600,600
956,Coffee Break #1 ,2023-07-10 0:00,15,600
957,Coffee Break #2 ,2023-07-10 0:00,15,600
958,Lunch Break ,2023-07-10 0:00,30,600
959,Pre-shift Inspection,2023-07-10 0:00,10,600
960,5S / Routine Cleaning,2023-07-10 0:00,30,600
961,Safety Training,2023-07-10 0:00,20,600
962,Startup,2023-07-10 0:00,10,600
963,Fires,2023-07-10 0:00,20,600
964,Mag 1 Jam,2023-07-10 0:00,27,600
965,Mag 2 Jam,2023-07-10 0:00,10,600
966,Mag 2 Belt,2023-07-10 0:00,23,600
967,Mag 3 Jam,2023-07-10 0:00,24,600
968,Actual Tonnage Produced during shift (tons),2023-07-10 0:00,226.4,600
969,/Planned Operating Time (min),2023-07-11 0:00,300,300
970,Coffee Break #2 ,2023-07-11 0:00,15,300
971,Lunch Break ,2023-07-11 0:00,30,300
972,Pre-shift Inspection,2023-07-11 0:00,15,300
973,5S / Routine Cleaning,2023-07-11 0:00,30,300
974,Startup,2023-07-11 0:00,24,300
975,Mag 2 Electric,2023-07-11 0:00,42,300
976,Mag 3 Jam,2023-07-11 0:00,5,300
977,Actual Tonnage Produced during shift (tons),2023-07-11 0:00,96.89,300
978,/Planned Operating Time (min),2023-07-12 0:00,600,600
979,Coffee Break #1 ,2023-07-12 0:00,15,600
980,Coffee Break #2 ,2023-07-12 0:00,15,600
981,Lunch Break ,2023-07-12 0:00,30,600
